

#
# Macro definitions
#
$catalogVersion=catalogVersion(catalog(id[default='outdoors']),version[default='Staged'])[unique=true,default='outdoors:Staged']
$prices=europe1Prices[translator=de.hybris.platform.europe1.jalo.impex.Europe1PricesTranslator]
$baseProduct=baseProduct(code,catalogVersion(catalog(id[default='outdoors']),version[default='Staged']))
$supercategories=supercategories(code,catalogVersion(catalog(id[default='outdoors']),version[default='Staged']))
$picture=picture(code,$catalogVersion)
$thumbnail=thumbnail(code,$catalogVersion)
$medias=medias(code,catalogVersion(catalog(id[default='outdoors']),version[default='Staged']))
$gallery=galleryImages(qualifier,catalogVersion(catalog(id[default='outdoors']),version[default='Staged']))


#
# Create variant product type Shoes
#
$impex.legacy.scripting=true;
#%import de.hybris.platform.jalo.type.Type;
#%import de.hybris.platform.jalo.type.TypeManager;
#%import java.util.Collections;
#%import java.util.Map;
#%import de.hybris.platform.jalo.SessionContext;
#%import de.hybris.platform.jalo.JaloSession;
#%import de.hybris.platform.jalo.c2l.C2LManager;
#%import de.hybris.platform.jalo.type.AttributeDescriptor;
#%import de.hybris.platform.jalo.type.JaloDuplicateQualifierException;
#%import de.hybris.platform.variants.jalo.VariantAttributeDescriptor;
#%import de.hybris.platform.variants.jalo.VariantType;
#%import de.hybris.platform.variants.jalo.VariantsManager;

#%Type stringType = TypeManager.getInstance().getType("java.lang.String");
#%Type locStringType = TypeManager.getInstance().getType("localized:java.lang.String");
#%Map emptyDefaultValue = Collections.EMPTY_MAP;
#%SessionContext en = JaloSession.getCurrentSession().createSessionContext();
#%en.setLanguage(C2LManager.getInstance().getLanguageByIsoCode("en"));
#%SessionContext noLang = JaloSession.getCurrentSession().createSessionContext();
#%noLang.setLanguage(null);
#// Shoes
#%VariantType vt = VariantsManager.getInstance().createVariantType("Shoes");
#%vt.getAttributeDescriptor("code").setUnique(true);
#%vt.getAttributeDescriptor("catalogVersion").setUnique(true);
#%vt.setName(en, "Shoe");
#%VariantAttributeDescriptor vad = vt.createVariantAttributeDescriptor("size", stringType, AttributeDescriptor.READ_FLAG + AttributeDescriptor.WRITE_FLAG + AttributeDescriptor.SEARCH_FLAG);
#%vad.setName(en, "Size");
#%vad.setPosition(0);
#%vad = vt.createVariantAttributeDescriptor("color", locStringType, AttributeDescriptor.READ_FLAG + AttributeDescriptor.WRITE_FLAG + AttributeDescriptor.SEARCH_FLAG);
#%vad.setName(en, "Color");
#%vad.setPosition(1);
#%vad.setDefaultValue(noLang, emptyDefaultValue);



INSERT_UPDATE Tax;code[unique=true];name[lang=de];name[lang=en];value;currency(isocode)
;VAT_FULL;MwSt voll;VAT full;19;
;VAT_HALF;MwSt halb;VAT half;7;

INSERT_UPDATE ProductTaxGroup;code[unique=true];name[lang=de];name[lang=en];
;Tax_Full;voller Steuersatz;full tax rate;
;Tax_Half;halber Steuersatz;half tax rate;

INSERT_UPDATE TaxRow;pg(code)[unique=true];tax(code)[unique=true];value;currency(isocode);
;Tax_Full;VAT_FULL;19;
;Tax_Half;VAT_HALF;7;

#
# Create a catalog
#
INSERT_UPDATE Catalog;id[unique=true];name[lang=en];name[lang=de];
;outdoors;Outdoors;Outdoors

#
# Create a catalog version
#
INSERT_UPDATE CatalogVersion;catalog(id)[unique=true];version[unique=true];active;writePrincipals(uid)[default=productmanagergroup];
;outdoors;Staged;true;productmanagergroup,productmanager;
;outdoors;Online;false;productmanagergroup,productmanager;

#
# Create a category
#
INSERT_UPDATE Category;code[unique=true];allowedPrincipals(uid);$catalogVersion;name[lang=de];name[lang=en];description[lang=de];description[lang=en];$supercategories;
;29387-L;"Bora Bora";"Bora Bora";"blau";"blue";L;29387:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 38.0 USD N";pieces;"Bora Bora.jpg:outdoors:Online";"Bora Bora.thumbnail.jpg:outdoors:Online";"Women's Fitness Top";"Women's Fitness Top";29387-media:outdoors:Online;



;29387-XL;"Bora Bora";"Bora Bora";"blau";"blue";XL;29387:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 38.0 USD N";pieces;"Bora Bora.jpg:outdoors:Staged";"Bora Bora.thumbnail.jpg:outdoors:Staged";"Women's Fitness Top";"Women's Fitness Top";29387-media:outdoors:Staged;
;29387-XL;"Bora Bora";"Bora Bora";"blau";"blue";XL;29387:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 38.0 USD N";pieces;"Bora Bora.jpg:outdoors:Online";"Bora Bora.thumbnail.jpg:outdoors:Online";"Women's Fitness Top";"Women's Fitness Top";29387-media:outdoors:Online;



;29387-XXL;"Bora Bora";"Bora Bora";"blau";"blue";XXL;29387:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 38.0 USD N";pieces;"Bora Bora.jpg:outdoors:Staged";"Bora Bora.thumbnail.jpg:outdoors:Staged";"Women's Fitness Top";"Women's Fitness Top";29387-media:outdoors:Staged;
;29387-XXL;"Bora Bora";"Bora Bora";"blau";"blue";XXL;29387:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 38.0 USD N";pieces;"Bora Bora.jpg:outdoors:Online";"Bora Bora.thumbnail.jpg:outdoors:Online";"Women's Fitness Top";"Women's Fitness Top";29387-media:outdoors:Online;



;3987445-S;"Maui Marine";"Maui Marine";"blau";"blue";S;3987445:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 29.9 USD N";pieces;"Maui.jpg:outdoors:Staged";"Maui.thumbnail.jpg:outdoors:Staged";"Women's Cotton Top";"Women's Cotton Top";3987445-media:outdoors:Staged;
;3987445-S;"Maui Marine";"Maui Marine";"blau";"blue";S;3987445:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 29.9 USD N";pieces;"Maui.jpg:outdoors:Online";"Maui.thumbnail.jpg:outdoors:Online";"Women's Cotton Top";"Women's Cotton Top";3987445-media:outdoors:Online;



;3987445-M;"Maui Marine";"Maui Marine";"blau";"blue";M;3987445:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 29.9 USD N";pieces;"Maui.jpg:outdoors:Staged";"Maui.thumbnail.jpg:outdoors:Staged";"Women's Cotton Top";"Women's Cotton Top";3987445-media:outdoors:Staged;
;3987445-M;"Maui Marine";"Maui Marine";"blau";"blue";M;3987445:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 29.9 USD N";pieces;"Maui.jpg:outdoors:Online";"Maui.thumbnail.jpg:outdoors:Online";"Women's Cotton Top";"Women's Cotton Top";3987445-media:outdoors:Online;



;3987445-L;"Maui Marine";"Maui Marine";"blau";"blue";L;3987445:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 29.9 USD N";pieces;"Maui.jpg:outdoors:Staged";"Maui.thumbnail.jpg:outdoors:Staged";"Women's Cotton Top";"Women's Cotton Top";3987445-media:outdoors:Staged;
;3987445-L;"Maui Marine";"Maui Marine";"blau";"blue";L;3987445:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 29.9 USD N";pieces;"Maui.jpg:outdoors:Online";"Maui.thumbnail.jpg:outdoors:Online";"Women's Cotton Top";"Women's Cotton Top";3987445-media:outdoors:Online;



;3987445-XL;"Maui Marine";"Maui Marine";"blau";"blue";XL;3987445:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 29.9 USD N";pieces;"Maui.jpg:outdoors:Staged";"Maui.thumbnail.jpg:outdoors:Staged";"Women's Cotton Top";"Women's Cotton Top";3987445-media:outdoors:Staged;
;3987445-XL;"Maui Marine";"Maui Marine";"blau";"blue";XL;3987445:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 29.9 USD N";pieces;"Maui.jpg:outdoors:Online";"Maui.thumbnail.jpg:outdoors:Online";"Women's Cotton Top";"Women's Cotton Top";3987445-media:outdoors:Online;



;3987445-XXL;"Maui Marine";"Maui Marine";"blau";"blue";XXL;3987445:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 29.9 USD N";pieces;"Maui.jpg:outdoors:Staged";"Maui.thumbnail.jpg:outdoors:Staged";"Women's Cotton Top";"Women's Cotton Top";3987445-media:outdoors:Staged;
;3987445-XXL;"Maui Marine";"Maui Marine";"blau";"blue";XXL;3987445:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 29.9 USD N";pieces;"Maui.jpg:outdoors:Online";"Maui.thumbnail.jpg:outdoors:Online";"Women's Cotton Top";"Women's Cotton Top";3987445-media:outdoors:Online;



;5786438-S;"Norfolk Highland";"Norfolk Highland";"blau";"blue";S;5786438:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 85.0 USD N";pieces;"Norfolk.jpg:outdoors:Staged";"Norfolk.thumbnail.jpg:outdoors:Staged";"Women's Poncho";"Women's Poncho";5786438-media:outdoors:Staged;
;5786438-S;"Norfolk Highland";"Norfolk Highland";"blau";"blue";S;5786438:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 85.0 USD N";pieces;"Norfolk.jpg:outdoors:Online";"Norfolk.thumbnail.jpg:outdoors:Online";"Women's Poncho";"Women's Poncho";5786438-media:outdoors:Online;



;5786438-M;"Norfolk Highland";"Norfolk Highland";"blau";"blue";M;5786438:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 85.0 USD N";pieces;"Norfolk.jpg:outdoors:Staged";"Norfolk.thumbnail.jpg:outdoors:Staged";"Women's Poncho";"Women's Poncho";5786438-media:outdoors:Staged;
;5786438-M;"Norfolk Highland";"Norfolk Highland";"blau";"blue";M;5786438:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 85.0 USD N";pieces;"Norfolk.jpg:outdoors:Online";"Norfolk.thumbnail.jpg:outdoors:Online";"Women's Poncho";"Women's Poncho";5786438-media:outdoors:Online;



;5786438-L;"Norfolk Highland";"Norfolk Highland";"blau";"blue";L;5786438:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 85.0 USD N";pieces;"Norfolk.jpg:outdoors:Staged";"Norfolk.thumbnail.jpg:outdoors:Staged";"Women's Poncho";"Women's Poncho";5786438-media:outdoors:Staged;
;5786438-L;"Norfolk Highland";"Norfolk Highland";"blau";"blue";L;5786438:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 85.0 USD N";pieces;"Norfolk.jpg:outdoors:Online";"Norfolk.thumbnail.jpg:outdoors:Online";"Women's Poncho";"Women's Poncho";5786438-media:outdoors:Online;



;5786438-XL;"Norfolk Highland";"Norfolk Highland";"blau";"blue";XL;5786438:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 85.0 USD N";pieces;"Norfolk.jpg:outdoors:Staged";"Norfolk.thumbnail.jpg:outdoors:Staged";"Women's Poncho";"Women's Poncho";5786438-media:outdoors:Staged;
;5786438-XL;"Norfolk Highland";"Norfolk Highland";"blau";"blue";XL;5786438:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 85.0 USD N";pieces;"Norfolk.jpg:outdoors:Online";"Norfolk.thumbnail.jpg:outdoors:Online";"Women's Poncho";"Women's Poncho";5786438-media:outdoors:Online;



;5786438-XXL;"Norfolk Highland";"Norfolk Highland";"blau";"blue";XXL;5786438:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 85.0 USD N";pieces;"Norfolk.jpg:outdoors:Staged";"Norfolk.thumbnail.jpg:outdoors:Staged";"Women's Poncho";"Women's Poncho";5786438-media:outdoors:Staged;
;5786438-XXL;"Norfolk Highland";"Norfolk Highland";"blau";"blue";XXL;5786438:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 85.0 USD N";pieces;"Norfolk.jpg:outdoors:Online";"Norfolk.thumbnail.jpg:outdoors:Online";"Women's Poncho";"Women's Poncho";5786438-media:outdoors:Online;



;843765.1-S;"Palau Summer Red";"Palau Summer Red";"Red";"Red";S;843765:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 55.0 USD N";pieces;"Palau Red.jpg:outdoors:Staged";"Palau Red.thumbnail.jpg:outdoors:Staged";"Women's Cotton Shirt";"Women's Cotton Shirt";843765.1-media:outdoors:Staged;
;843765.1-S;"Palau Summer Red";"Palau Summer Red";"Red";"Red";S;843765:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 55.0 USD N";pieces;"Palau Red.jpg:outdoors:Online";"Palau Red.thumbnail.jpg:outdoors:Online";"Women's Cotton Shirt";"Women's Cotton Shirt";843765.1-media:outdoors:Online;



;843765.1-M;"Palau Summer Red";"Palau Summer Red";"Red";"Red";M;843765:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 55.0 USD N";pieces;"Palau Red.jpg:outdoors:Staged";"Palau Red.thumbnail.jpg:outdoors:Staged";"Women's Cotton Shirt";"Women's Cotton Shirt";843765.1-media:outdoors:Staged;
;843765.1-M;"Palau Summer Red";"Palau Summer Red";"Red";"Red";M;843765:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 55.0 USD N";pieces;"Palau Red.jpg:outdoors:Online";"Palau Red.thumbnail.jpg:outdoors:Online";"Women's Cotton Shirt";"Women's Cotton Shirt";843765.1-media:outdoors:Online;



;843765.1-L;"Palau Summer Red";"Palau Summer Red";"Red";"Red";L;843765:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 55.0 USD N";pieces;"Palau Red.jpg:outdoors:Staged";"Palau Red.thumbnail.jpg:outdoors:Staged";"Women's Cotton Shirt";"Women's Cotton Shirt";843765.1-media:outdoors:Staged;
;843765.1-L;"Palau Summer Red";"Palau Summer Red";"Red";"Red";L;843765:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 55.0 USD N";pieces;"Palau Red.jpg:outdoors:Online";"Palau Red.thumbnail.jpg:outdoors:Online";"Women's Cotton Shirt";"Women's Cotton Shirt";843765.1-media:outdoors:Online;



;843765.1-XL;"Palau Summer Red";"Palau Summer Red";"Red";"Red";XL;843765:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 55.0 USD N";pieces;"Palau Red.jpg:outdoors:Staged";"Palau Red.thumbnail.jpg:outdoors:Staged";"Women's Cotton Shirt";"Women's Cotton Shirt";843765.1-media:outdoors:Staged;
;843765.1-XL;"Palau Summer Red";"Palau Summer Red";"Red";"Red";XL;843765:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 55.0 USD N";pieces;"Palau Red.jpg:outdoors:Online";"Palau Red.thumbnail.jpg:outdoors:Online";"Women's Cotton Shirt";"Women's Cotton Shirt";843765.1-media:outdoors:Online;



;843765.1-XXL;"Palau Summer Red";"Palau Summer Red";"Red";"Red";XXL;843765:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 55.0 USD N";pieces;"Palau Red.jpg:outdoors:Staged";"Palau Red.thumbnail.jpg:outdoors:Staged";"Women's Cotton Shirt";"Women's Cotton Shirt";843765.1-media:outdoors:Staged;
;843765.1-XXL;"Palau Summer Red";"Palau Summer Red";"Red";"Red";XXL;843765:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 55.0 USD N";pieces;"Palau Red.jpg:outdoors:Online";"Palau Red.thumbnail.jpg:outdoors:Online";"Women's Cotton Shirt";"Women's Cotton Shirt";843765.1-media:outdoors:Online;



;843765.2-S;"Palau Summer Black";"Palau Summer Black";"Black";"Black";S;843765:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 55.0 USD N";pieces;"Palau Black.jpg:outdoors:Staged";"Palau Black.thumbnail.jpg:outdoors:Staged";"Women's Cotton Shirt";"Women's Cotton Shirt";843765.2-media:outdoors:Staged;
;843765.2-S;"Palau Summer Black";"Palau Summer Black";"Black";"Black";S;843765:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 55.0 USD N";pieces;"Palau Black.jpg:outdoors:Online";"Palau Black.thumbnail.jpg:outdoors:Online";"Women's Cotton Shirt";"Women's Cotton Shirt";843765.2-media:outdoors:Online;



;843765.2-M;"Palau Summer Black";"Palau Summer Black";"Black";"Black";M;843765:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 55.0 USD N";pieces;"Palau Black.jpg:outdoors:Staged";"Palau Black.thumbnail.jpg:outdoors:Staged";"Women's Cotton Shirt";"Women's Cotton Shirt";843765.2-media:outdoors:Staged;
;843765.2-M;"Palau Summer Black";"Palau Summer Black";"Black";"Black";M;843765:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 55.0 USD N";pieces;"Palau Black.jpg:outdoors:Online";"Palau Black.thumbnail.jpg:outdoors:Online";"Women's Cotton Shirt";"Women's Cotton Shirt";843765.2-media:outdoors:Online;



;843765.2-L;"Palau Summer Black";"Palau Summer Black";"Black";"Black";L;843765:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 55.0 USD N";pieces;"Palau Black.jpg:outdoors:Staged";"Palau Black.thumbnail.jpg:outdoors:Staged";"Women's Cotton Shirt";"Women's Cotton Shirt";843765.2-media:outdoors:Staged;
;843765.2-L;"Palau Summer Black";"Palau Summer Black";"Black";"Black";L;843765:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 55.0 USD N";pieces;"Palau Black.jpg:outdoors:Online";"Palau Black.thumbnail.jpg:outdoors:Online";"Women's Cotton Shirt";"Women's Cotton Shirt";843765.2-media:outdoors:Online;



;843765.2-XL;"Palau Summer Black";"Palau Summer Black";"Black";"Black";XL;843765:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 55.0 USD N";pieces;"Palau Black.jpg:outdoors:Staged";"Palau Black.thumbnail.jpg:outdoors:Staged";"Women's Cotton Shirt";"Women's Cotton Shirt";843765.2-media:outdoors:Staged;
;843765.2-XL;"Palau Summer Black";"Palau Summer Black";"Black";"Black";XL;843765:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 55.0 USD N";pieces;"Palau Black.jpg:outdoors:Online";"Palau Black.thumbnail.jpg:outdoors:Online";"Women's Cotton Shirt";"Women's Cotton Shirt";843765.2-media:outdoors:Online;



;843765.2-XXL;"Palau Summer Black";"Palau Summer Black";"Black";"Black";XXL;843765:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 55.0 USD N";pieces;"Palau Black.jpg:outdoors:Staged";"Palau Black.thumbnail.jpg:outdoors:Staged";"Women's Cotton Shirt";"Women's Cotton Shirt";843765.2-media:outdoors:Staged;
;843765.2-XXL;"Palau Summer Black";"Palau Summer Black";"Black";"Black";XXL;843765:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 55.0 USD N";pieces;"Palau Black.jpg:outdoors:Online";"Palau Black.thumbnail.jpg:outdoors:Online";"Women's Cotton Shirt";"Women's Cotton Shirt";843765.2-media:outdoors:Online;



;657438-S;"Tupai Summer";"Tupai Summer";"blau";"blue";S;657438:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 33.0 USD N";pieces;"Tupai.jpg:outdoors:Staged";"Tupai.thumbnail.jpg:outdoors:Staged";"Women's Frock";"Women's Frock";657438-media:outdoors:Staged;
;657438-S;"Tupai Summer";"Tupai Summer";"blau";"blue";S;657438:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 33.0 USD N";pieces;"Tupai.jpg:outdoors:Online";"Tupai.thumbnail.jpg:outdoors:Online";"Women's Frock";"Women's Frock";657438-media:outdoors:Online;



;657438-M;"Tupai Summer";"Tupai Summer";"blau";"blue";M;657438:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 33.0 USD N";pieces;"Tupai.jpg:outdoors:Staged";"Tupai.thumbnail.jpg:outdoors:Staged";"Women's Frock";"Women's Frock";657438-media:outdoors:Staged;
;657438-M;"Tupai Summer";"Tupai Summer";"blau";"blue";M;657438:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 33.0 USD N";pieces;"Tupai.jpg:outdoors:Online";"Tupai.thumbnail.jpg:outdoors:Online";"Women's Frock";"Women's Frock";657438-media:outdoors:Online;



;657438-L;"Tupai Summer";"Tupai Summer";"blau";"blue";L;657438:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 33.0 USD N";pieces;"Tupai.jpg:outdoors:Staged";"Tupai.thumbnail.jpg:outdoors:Staged";"Women's Frock";"Women's Frock";657438-media:outdoors:Staged;
;657438-L;"Tupai Summer";"Tupai Summer";"blau";"blue";L;657438:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 33.0 USD N";pieces;"Tupai.jpg:outdoors:Online";"Tupai.thumbnail.jpg:outdoors:Online";"Women's Frock";"Women's Frock";657438-media:outdoors:Online;



;657438-XL;"Tupai Summer";"Tupai Summer";"blau";"blue";XL;657438:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 33.0 USD N";pieces;"Tupai.jpg:outdoors:Staged";"Tupai.thumbnail.jpg:outdoors:Staged";"Women's Frock";"Women's Frock";657438-media:outdoors:Staged;
;657438-XL;"Tupai Summer";"Tupai Summer";"blau";"blue";XL;657438:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 33.0 USD N";pieces;"Tupai.jpg:outdoors:Online";"Tupai.thumbnail.jpg:outdoors:Online";"Women's Frock";"Women's Frock";657438-media:outdoors:Online;



;657438-XXL;"Tupai Summer";"Tupai Summer";"blau";"blue";XXL;657438:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 33.0 USD N";pieces;"Tupai.jpg:outdoors:Staged";"Tupai.thumbnail.jpg:outdoors:Staged";"Women's Frock";"Women's Frock";657438-media:outdoors:Staged;
;657438-XXL;"Tupai Summer";"Tupai Summer";"blau";"blue";XXL;657438:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 33.0 USD N";pieces;"Tupai.jpg:outdoors:Online";"Tupai.thumbnail.jpg:outdoors:Online";"Women's Frock";"Women's Frock";657438-media:outdoors:Online;



;346382.1-S;"Fiji Sport Blue";"Fiji Sport Blue";"Blue";"Blue";S;346382:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 32.0 USD N";pieces;"Fiji Blue.jpg:outdoors:Staged";"Fiji Blue.thumbnail.jpg:outdoors:Staged";"Women's Running Shorts";"Women's Running Shorts";346382.1-media:outdoors:Staged;
;346382.1-S;"Fiji Sport Blue";"Fiji Sport Blue";"Blue";"Blue";S;346382:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 32.0 USD N";pieces;"Fiji Blue.jpg:outdoors:Online";"Fiji Blue.thumbnail.jpg:outdoors:Online";"Women's Running Shorts";"Women's Running Shorts";346382.1-media:outdoors:Online;



;346382.1-M;"Fiji Sport Blue";"Fiji Sport Blue";"Blue";"Blue";M;346382:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 32.0 USD N";pieces;"Fiji Blue.jpg:outdoors:Staged";"Fiji Blue.thumbnail.jpg:outdoors:Staged";"Women's Running Shorts";"Women's Running Shorts";346382.1-media:outdoors:Staged;
;346382.1-M;"Fiji Sport Blue";"Fiji Sport Blue";"Blue";"Blue";M;346382:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 32.0 USD N";pieces;"Fiji Blue.jpg:outdoors:Online";"Fiji Blue.thumbnail.jpg:outdoors:Online";"Women's Running Shorts";"Women's Running Shorts";346382.1-media:outdoors:Online;



;346382.1-L;"Fiji Sport Blue";"Fiji Sport Blue";"Blue";"Blue";L;346382:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 32.0 USD N";pieces;"Fiji Blue.jpg:outdoors:Staged";"Fiji Blue.thumbnail.jpg:outdoors:Staged";"Women's Running Shorts";"Women's Running Shorts";346382.1-media:outdoors:Staged;
;346382.1-L;"Fiji Sport Blue";"Fiji Sport Blue";"Blue";"Blue";L;346382:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 32.0 USD N";pieces;"Fiji Blue.jpg:outdoors:Online";"Fiji Blue.thumbnail.jpg:outdoors:Online";"Women's Running Shorts";"Women's Running Shorts";346382.1-media:outdoors:Online;



;346382.1-XL;"Fiji Sport Blue";"Fiji Sport Blue";"Blue";"Blue";XL;346382:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 32.0 USD N";pieces;"Fiji Blue.jpg:outdoors:Staged";"Fiji Blue.thumbnail.jpg:outdoors:Staged";"Women's Running Shorts";"Women's Running Shorts";346382.1-media:outdoors:Staged;
;346382.1-XL;"Fiji Sport Blue";"Fiji Sport Blue";"Blue";"Blue";XL;346382:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 32.0 USD N";pieces;"Fiji Blue.jpg:outdoors:Online";"Fiji Blue.thumbnail.jpg:outdoors:Online";"Women's Running Shorts";"Women's Running Shorts";346382.1-media:outdoors:Online;



;346382.1-XXL;"Fiji Sport Blue";"Fiji Sport Blue";"Blue";"Blue";XXL;346382:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 32.0 USD N";pieces;"Fiji Blue.jpg:outdoors:Staged";"Fiji Blue.thumbnail.jpg:outdoors:Staged";"Women's Running Shorts";"Women's Running Shorts";346382.1-media:outdoors:Staged;
;346382.1-XXL;"Fiji Sport Blue";"Fiji Sport Blue";"Blue";"Blue";XXL;346382:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 32.0 USD N";pieces;"Fiji Blue.jpg:outdoors:Online";"Fiji Blue.thumbnail.jpg:outdoors:Online";"Women's Running Shorts";"Women's Running Shorts";346382.1-media:outdoors:Online;



;346382.2-S;"Fiji Sport Red";"Fiji Sport Red";"Red";"Red";S;346382:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 32.0 USD N";pieces;"Fiji Red.jpg:outdoors:Staged";"Fiji Red.thumbnail.jpg:outdoors:Staged";"Women's Running Shorts";"Women's Running Shorts";346382.2-media:outdoors:Staged;
;346382.2-S;"Fiji Sport Red";"Fiji Sport Red";"Red";"Red";S;346382:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 32.0 USD N";pieces;"Fiji Red.jpg:outdoors:Online";"Fiji Red.thumbnail.jpg:outdoors:Online";"Women's Running Shorts";"Women's Running Shorts";346382.2-media:outdoors:Online;



;346382.2-M;"Fiji Sport Red";"Fiji Sport Red";"Red";"Red";M;346382:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 32.0 USD N";pieces;"Fiji Red.jpg:outdoors:Staged";"Fiji Red.thumbnail.jpg:outdoors:Staged";"Women's Running Shorts";"Women's Running Shorts";346382.2-media:outdoors:Staged;
;346382.2-M;"Fiji Sport Red";"Fiji Sport Red";"Red";"Red";M;346382:outdoors:Online;outdoors:Online;approved;Tax_Full;"1 pieces = 32.0 USD N";pieces;"Fiji Red.jpg:outdoors:Online";"Fiji Red.thumbnail.jpg:outdoors:Online";"Women's Running Shorts";"Women's Running Shorts";346382.2-media:outdoors:Online;



;346382.2-L;"Fiji Sport Red";"Fiji Sport Red";"Red";"Red";L;346382:outdoors:Staged;outdoors:Staged;approved;Tax_Full;"1 pieces = 32.0 USD N";pieces;"Fiji Red.jpg:outdoors:Staged";"Fiji Red.thumbnail.jpg:outdoors:Staged";"Women's Running Shorts";"Women's Running Shorts";346382.2-media:outdoors:Staged;
